OUTLET NAME,MERCHANT NAME,ADDRESS1,ADDRESS2,AREA,CITY,PINCODE,STATE,NEW CATEGORY,ENABLED WITH BQR CODE
Slv Mart,Slv Mart,Ground Floor No 341 Rajagopala Nagar 1st Main Road,Opp To Anupali Clinic Gkw Layout,Peenya 2nd Stage,Bangalore,560058,Karnataka,SUPER MARKET,YES
Best Buy Fish And Chicken,Yuvanika Jeevan,No 76 Shop No 7,Nanjamma Compound,A Narayanapura,Bangalore,560016,Karnataka,SUPER MARKET,YES
Biriyani Cloud,Biryani Cloud,Sgmj Complex 1st Main,Versoca Layout Kaggadasapura Main Road,Kaggadasapura,Bangalore,560093,Karnataka,FAST FOOD,YES
Maa Durga Super Bazar And Frozen Mart,Maa Durga Superbazar And Frozen Mart,Mahaveer Chawk,Plot No 73,Mahaveer Chawk School,Jajpur,755001,Orissa,SUPER MARKET,YES
Maa Durga Super Bazar And Frozen Mart,Maa Durga Superbazar And Frozen Mart,School Chawk,Market,Chawk Market,Jajpur,755001,Orissa,SUPER MARKET,YES
Asd Enterprises,S Simeon,No 32 A 1,5th Cross,Rahmathnagar,Bangalore,560032,Karnataka,FAST FOOD,YES
Vridhi Stores,Vridhi Stores,N 12 327 M B A Bazardiha Shivratanpur Dlw Road Sriram Nagar Colony,Sriram Nagar Colony,Sriram Nagar Colony,Varanasi,221005,Uttar Pradesh,SUPER MARKET,YES
Aarna Cafe,Anand C Biradar,730 7th Caross,10th Main,Btm 2nd Stage,Bangalore,560076,Karnataka,FAST FOOD,YES
Shree Guru Raghavendra Provision Store,G R Gokul Kumar,No 47 2 28th Main,1st Cross K R Layout,J P Nagar 6th Phase,Bangalore,560078,Karnataka,SUPER MARKET,YES
Liver Pool Sri Udupi Park,L P Sri Udupi Park,C O Liver Pool S U P U O Sm Enterp,Katha No 2086 1 Sy No 6 1 C Doddanekundi,Mahadevpura,Bangalore,560037,Karnataka,FAST FOOD,YES
Elior West Catering Llp (One World Nucleus),Elior West Catering Llp,Cafeteria One World Center Next To Holy Church,Senapati Bapat Marg Elphinstone Saidham Nagar,Lower Parel,Mumbai,400013,Maharashtra,CANTEEN / CATERERS,YES
Punnet Eterium,Bs And Ns Fortune,Hiss No 22 25 26 S No 22 3near Cummins India,Office  Balewadi High Street,Balewadi,Pune,411045,Maharashtra,FAST FOOD,YES
Bong Pizza,Mads Hospitality Services India Private Limited,116 1 Jessore Road Bijaynagar Kazipara,Beside Eco Nursing Home Barasat,Kazipara Barasat,North 24 Parganas,700124,West Bengal,FAST FOOD,YES
Five Star Chicken,Gya Enterprises,Ground Floor Hesarghatta Main Road,Near Govt School Hesaraghatta Hobli,Dodda Byalakere Village,Bangalore,560089,Karnataka,FAST FOOD,YES
Five Star Chicken,Gya Enterprises,No 154 4 Ground Floor,Ananthpura Circle,Yelahanka,Bangalore,560064,Karnataka,FAST FOOD,YES
Food Galaxy Lti,Food Galaxy,Lti Midtree Icc Tech Park Tower B 8th And 9th Senapati Bapat Road,Laxmi Society Model Colony,Shivajinagar,Pune,411016,Maharashtra,CANTEEN / CATERERS,NO
Super Mart,K G Sports,Behind D G Khan School Shyam Nagar Palwal,Palwal,Palwal,Palwal,121102,Haryana,SUPER MARKET,YES
Urban Co Operative Hyper Mart,Nedumkandam Urban Co Operative Soci,Nedumkandam Urban Co Operative Society Ltd,Kalkoothal,Nedumkandam,Idukki,685553,Kerala,SUPER MARKET,YES
Smart Super Market,Smart Super Market,No 58 59 Main Bazaar,Block 19,Neyveli,Cuddalore,607803,Tamil Nadu,SUPER MARKET,YES
Pages N Pours,Pages N Pours,Shop No 5 And 6 Katha No 2a Shakthi Complex,Ground Floor Kaggadasapura Main Road,Cv Raman Nagar,Bangalore,560093,Karnataka,FAST FOOD,YES
La Pino Z Pizza,Ojas Foods,First Floor Natraj Plaza At Shreenath Circle,Opp Shivaji Garden Sector 5 Rc Vyas Colony Colony,Bhilwara,Bhilwara,311001,Rajasthan,FAST FOOD,YES
Samridhi Hypermart,Samridhi Hypermart,Chenganda,Varanadu P O,Cherthala,Alappuzha,688539,Kerala,SUPER MARKET,YES
Mangal Hyper Market,Mangal Stores,Gl One Mall,1st Floor Main Road,Puttur,Puttur,574201,Karnataka,SUPER MARKET,NO
Sln Enterprises,Balavenkataiah,No 2434 30 Ground Floor 5th Cross Maruthi Layout,Kuvempu Main Road Munikempamma Extn Ha Form Post,Dasarahalli,Bangalore,560024,Karnataka,FAST FOOD,YES
Vivek Hindustani Vegetable Shop,Vivek Kumar,House No 56 Gali No 3 Rajeev Colony Sector 56a Ballabhgarg,Banke Bihari Chowk,Faridabad,Faridabad,121004,Haryana,SUPER MARKET,YES
Allora,Bellona Hospitality Services Limited,Unit 05 3rd Floor Phoenix Market City,Viman Nagar Clover Park,Viman Nagar,Pune,411014,Maharashtra,FAST FOOD,YES
Allora,Bellona Hospitality Services Limited,T-55 3rd Floor Phoenix Mall Of Millennium,Survey No 132/23 Behind Saaji Hotel,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
Cha,Bellona Hospitality Services Limited,G 1011 Phoenix Market City,Survey No 207 Nagar Road,Viman Nagar,Pune,411014,Maharashtra,FAST FOOD,YES
Dobaraa,Bellona Hospitality Services Limited,S 53 Second Floor Phoenix Market City Mall,Viman Nagar Clover Park,Viman Nagar,Pune,411014,Maharashtra,FAST FOOD,YES
Eight,Bellona Hospitality Services Limited,T-54 3rd Floor Phoenix Mall Of Millennium,Survey No 132/23 Behind Saaji Hotel,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
Fyole,Bellona Hospitality Services Limited,G-61a 3rd Floor Phoenix Mall Of Millennium,Survey No 132/23 Behind Saaji Hotel,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
Ishaara,Bellona Hospitality Services Limited,T-53 3rd Floor Phoenix Mall Of Millennium,Survey No 132/23 Behind Saaji Hotel,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
Ishaara,Bellona Hospitality Services Limited,S 53 Second Floor Phoenix Market City Mall,Viman Nagar Clover Park,Viman Nagar,Pune,411014,Maharashtra,FAST FOOD,YES
Poult,Bellona Hospitality Services Limited,T-56 3rd Floor Phoenix Mall Of Millennium,Survey No 132/23 Behind Saaji Hotel,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
La Pino Z Pizza,Shankar Celebration Mart,Ground Floor 2nd Cross Unit No 2 Aradhya Nilaya,Mg Road K R Extension,Tumakuru,Tumkur,572101,Karnataka,FAST FOOD,YES
Drinks And Desserts,Riddhi Siddhi And Co,Food Court 3rd Floor Unit No K 1,Korum Mall,Mangal Pandey Road Thane West,Thane,400606,Maharashtra,FAST FOOD,YES
Drinks And Desserts,Riddhi Siddhi And Co,C O Fnp Cakes Hiranandani Meadows,Opp Hdfc Bank,Manpada Thane,Thane,400610,Maharashtra,FAST FOOD,YES
Fresh Zone,B Nagesh,Lg Soft India Pvt Ltd,Embassy Tech Square Cessna Business Park,Kadubeesanahalli,Bangalore,560103,Karnataka,CANTEEN / CATERERS,YES
Friends Restaurant,Jones Emmanuel,No 168 7th Main Road,N S Palya,Btm Layout 2nd Stage,Bangalore,560076,Karnataka,FAST FOOD,YES
Friends Restaurant,Jones Emmanuel,No 12 Near,Marathalli Bridge  Lm  Klm Fashain,Marathahalli,Bangalore,560037,Karnataka,FAST FOOD,YES
Icm Enterprises,Deepa B D ,Site No 245 4 Doddajala Upanagara Jala Hobli,Yelahanka Taluk Sbi Bank,Sadahalli Gate Junction,Bangalore,562157,Karnataka,FAST FOOD,YES
Neelkanth Kirana Store,Pandurang Balu Jadhav,Shop No 4 Ground Floor,Bhagirathi Neelkanth Valley 2,Khalapur,Raigad,410203,Maharashtra,SUPER MARKET,YES
Rejoice Green Mart,Rejoice Green Mart,Plot No 7,Sowmya Nagar Perumbakkam,Perumbakkam,Chennai,600100,Tamil Nadu,SUPER MARKET,YES
Five Star Chicken,Sri Channakeshava Swamy Fast Food,Shop No 02 Bidarahalli Hobli,Yelahanka Main Road,Kannur Village,Bangalore,562149,Karnataka,FAST FOOD,YES
Delight Mart,Delight Mart,Plot No 15 Kota Lalsot Mega Highway Indian Oil Petrol Pump,Pratap Nagar Jeenapur Sawai Madhopur,Pratap Nagar,Sawai Madhopur,322001,Rajasthan,SUPER MARKET,YES
Vybhav Cafe,Vybhav Cafe,No 35/1 Kanakapura Main Road,Balaji Medicals,Basavanagudi,Bangalore,560004,Karnataka,FAST FOOD,YES
Sahil Kirana Store,Sahil,House No 398 Baharsa Kua Chhainsa 211 Hathin Palwal,Baharsa Kua,Palwal,Palwal,121103,Haryana,SUPER MARKET,YES
Mesiya Traders,Mesiya Traders,No 2,Dlf Southern Homes Commercial Shops Garden City Omr Thalambur,Thalambur,Chennai,600130,Tamil Nadu,SUPER MARKET,YES
Alternate Reality Cafe,Provisual Motioneye Llp,5th Floor Spot 18 Mall,Near Jagtap Dairy,Pimple Saudagar,Pune,411057,Maharashtra,FAST FOOD,YES
Fresh Basket,Fresh Basket,Kath Mandi Near Jhajjar Chowk Rewari,Near Jhajjar Chowk,Rewari,Rewari,123401,Haryana,SUPER MARKET,YES
Ayush Hyper Market,Ayush Hyper Market,Khatha No 147 Cmc Khatah Sl No 877 And Gramathana,House No 07 Haralukunte Village Begur Hobli,2nd Sector Hsr Layout,Bangalore,560102,Karnataka,SUPER MARKET,YES
Cheesy Box,Cheesy Box,No 72 Nallathambi Main Road,Anna Nagar,Pammal,Kancheepuram,600075,Tamil Nadu,FAST FOOD,YES
Pazhamudir Cholai,Pazhamudir Cholai,A 4 Ground Floor,2nd Main Road,Thiruvanmiyur,Chennai,600041,Tamil Nadu,SUPER MARKET,YES
Five Star Chicken,Chandra Enterprises,Amazon Wtc Brigade Gate Way 10th Floor,Dr Rajkumar Road,Malleshwaram,Bangalore,560055,Karnataka,CANTEEN / CATERERS,YES
Five Star Chicken,Chandra Enterprises,Amazon Wtc Brigade Get Way 9th Floor,Dr Rajkumar Road,Malleshwaram,Bangalore,560055,Karnataka,CANTEEN / CATERERS,YES
Biryani Prestige,Biryani Prestige,No 01 26 3 156 Amruthnagar Mainroad Beside,Sub Registrar Office,Konanakunte,Bangalore,560062,Karnataka,FAST FOOD,YES
Jagdish Farsan Private Limited,Jagdish Farsan Private Limited,Gf 62 Samnvay Status 2,Padra Road,Atladra,Vadodara,390020,Gujarat,FAST FOOD,YES
Saikripa Foods Services Pvt Ltd Rbi Mro - Evening Snacks,Saikripa Foods Services Pvt Ltd,Mro Main Building Shahid,Bhagat Singh Road,Bhagat Singh Road Fort,Mumbai,400001,Maharashtra,CANTEEN / CATERERS,YES
Anoop Kumar Chat Counter,Anoop Kumar,Tech Mahindra 4th Floor Prism 4a,Malad Link Road,Malad West,Mumbai,400064,Maharashtra,CANTEEN / CATERERS,YES
Md Biryani,Liyaqat Husain Iqbal Husain Sayed,Room No 1  Riyaz Ki Chawl,Shivaji Nagar Rabodi No 2,Thane West,Thane,400601,Maharashtra,FAST FOOD,YES
Ambalal Hargovandas,Dhavalkumar Bhagvatbhai Kacchi,Vadabazar Toad,Vadabazar Road,Vadabazar Toad,Umreth,388220,Gujarat,SUPER MARKET,YES
Desi Tea Master,Indu Rani R,No 482 2nd Cross 1st Block,Hrbr Layout,Dodda Banaswadi,Bangalore,560043,Karnataka,FAST FOOD,YES
Shiva Kant Mishra Food Counter,Shiva Kant Mishra,Tech Mahindra 4th Floor Prism 4a,Malad Link Road,Malad West,Mumbai,400064,Maharashtra,CANTEEN / CATERERS,YES
Popular Shopping Mall,Popular Shopping Mall,No 10,Bharathiyar Road Agam Diagnostics Karaikal,Karaikal,Karaikal,609602,Pondicherry,SUPER MARKET,YES
Four Foods,Four Foods,Media Net,Old Zeta Office Leela Palace Hal 2nd Stage,Kodihalli,Bangalore,560008,Karnataka,CANTEEN / CATERERS,YES
Mubarak Hypermarket,Mubarak Hypermarket,No 0,Junglighat Jungli Ghat Port Blair South Andaman,Junglighat Port Blair,Port Blair,744103,Andaman And Nicobar,SUPER MARKET,YES
Food Counter,Sarojamma,Lab Corp,Cunnigham Road Chinna Swamy Stadium,Mg Road,Bangalore,560001,Karnataka,CANTEEN / CATERERS,YES
Rana Super Market,Rana Super Market,No 6 306 Kvb Complex Philadelphia Glory Chruch,Thalambur Main Road Thalambu Chennai Chengalpattu,Thalambur,Chennai,600130,Tamil Nadu,SUPER MARKET,YES
Patel Retail Ltd Kmr,Patel Retail Ltd,Shop No 1141,Opp Nisarag Hotel Khoni Midc Road,Kalyan,Thane,421204,Maharashtra,SUPER MARKET,YES
Prajapati Snacks Corner,Prajapati Snacks Corner,Near Ramkrishna Hotel,Chiplunkar Road Ram Nagar,Dombivli East,Thane,421201,Maharashtra,FAST FOOD,YES
Prajapati Snacks Corner,Prajapati Snacks Corner,105 Ganesh Krupa Devi Chowk,Mumbra Devi Mandir Road,Dombivali West,Thane,421202,Maharashtra,FAST FOOD,YES
Tender Meat Choice,Tender Meat Choice,Frazer Town Ground Floor No 3 2 Shop No 2,Wheeler Road,Frazer Town,Bangalore,560005,Karnataka,SUPER MARKET,YES
Tender Meat Choice,Tender Meat Choice,Shop No 1 Yelahanka No 5 1 Main Road,Near Nagarjuna Degree Collage,Ramagondanahalli,Bangalore,560064,Karnataka,SUPER MARKET,YES
Night Life Cafe,Sayed Mohammed Madani,Shop No 07 Ostwal Orchid Building No 12,Kanakia Road,Mira Road East,Thane,401107,Maharashtra,FAST FOOD,YES
Night Life Cafe,Sayed Mohammed Madani,Shop No 5 Poonam Garden,Mig Complex,Mira Road,Thane,401107,Maharashtra,FAST FOOD,YES
Night Life Cafe,Sayed Mohammed Madani,Shop No 1 Akruti Heights,Sudarshan Cross Lane,Bhayandar East,Thane,401105,Maharashtra,FAST FOOD,YES
Night Life Cafe,Sayed Mohammed Madani,Shop No 7,Near Kajri Sweets,Bhayandar East,Thane,401105,Maharashtra,FAST FOOD,YES
Fresh Town Mart,Mufnas K K,No 118 139 Godrej 24 Aprtment Chembanahalli,Village Sarajpura Hobli,Anekal Taluk,Bangalore,562125,Karnataka,SUPER MARKET,YES
La Pino Z Pizza,Arihant Foods,First Floor Kashvi Square,Ajmer Road Near State Bank Of Inida Beawar,Beawar,Ajmer,305901,Rajasthan,FAST FOOD,YES
Jungle Biryani,Jungle Biryani,Ground Floor 04 0334 Df 44 Shop No 1,Street No 334 Action Area Id New Town,New Town,North 24 Parganas,700156,West Bengal,FAST FOOD,YES
Donne Biryani Mane,Donne Biryani Mane,No 71 1  Ground Near Rmz Campus Honeywel 2 Back Gate Bellandur,Devarabisanahalli Mahadevapur,Devarabisanahalli,Bangalore,560103,Karnataka,FAST FOOD,YES
New Mahadev Super Shopee,New Mahadev Super Shopee,Hissa No 9s No 8 Next To Nyati Estate Country Club Roa,Mohamadwadi,Hadapsar,Pune,411028,Maharashtra,SUPER MARKET,YES
Anjanadri Mart,Muniswamy Y R,No 78 4th Main,Peenya 2nd Stage,Gkw Layout,Bangalore,560058,Karnataka,SUPER MARKET,YES
Thirupathi Bhimas,Samanvitha Ventures,Ground 1st 2nd 3rd Floor No 280 B Aaira Arcade,1st Main A Sector Abhishek Nilaya,Yelahanka New Town,Bangalore,560064,Karnataka,FAST FOOD,YES
Hoysalas Nati Style,Shikara Hospitality,Ground Floor And Mezzanine Floor No 1056,3rd Block Near Wipro Park,Koramangala,Bangalore,560034,Karnataka,FAST FOOD,YES
Siddharth Foods,Siddharth Foods,No 174 Moksha,Marga,Siddartha Nagara,Mysore,570011,Karnataka,SUPER MARKET,YES
The Chaap Station,Ompal Singh,Shop No 4 B 24 Ganga Jamuna Colony,Dadi Ka Phatak Near Hp Petrol Pump Murlipura,Jaipur,Jaipur,302039,Rajasthan,FAST FOOD,YES
Desi Tea Master,Sahana B L,No 191 148 Ksbd Quaters Kaveri Layout,Nandini Junction,Hosa Road,Bangalore,560099,Karnataka,FAST FOOD,YES
Jk Ice Cream Parlour,Raghavendra Shekarayya Kambi,Shop No 5 B1 Block Ntpc Township,Under Shoping Complex,Mahashakthinagar,Bijapur,586121,Karnataka,FAST FOOD,YES
The Coffee Brewery,Zarf Inc,Brigade Summit B 9 Brigade Metropolis,Garudachar Palya Tpl Main Road,Mahadevapura,Bangalore,560048,Karnataka,FAST FOOD,YES
Tea Bench,Afza,Ground Floor No 962,26th Main 8th Cross Sector 1,Hsr Layout,Bangalore,560102,Karnataka,FAST FOOD,YES
The Noodle Theory,Four Sparks,New No D 22 No 267 4 3,Adipampa Raod,V V Mohalla,Mysore,570002,Karnataka,FAST FOOD,YES
Tea Bench,Sanumuri Thulasi Ram,No 809 Kodigehalli Main Road,Nti Layout Rajivegandhi Nagar,Kodigehalli,Bangalore,560092,Karnataka,FAST FOOD,YES
Tea Bench,Sanjay Kumar M S,No 1147 1 N S Road Before,299 Chopras Off Devraj Urs Road,Devraj Mohalla,Mysore,570001,Karnataka,FAST FOOD,YES
Tea Bench,Manojkumar B Kotagonasi,Shop No 9 Zenstays Celestia,Muniswamy Layout Konappana Agrahara,Electronic City Phase 2,Bangalore,560100,Karnataka,FAST FOOD,YES
Times Square Cafe,A G Associates,Secound Floor 1351,Vijayanagr 2nd Stage,Devaraj Mohall,Mysore,570001,Karnataka,FAST FOOD,YES
S R Provision Store,Mohammed Ghouse,No 136 1st Main,20th Cross Maruthi Nagar,Yelahanka,Bangalore,560064,Karnataka,SUPER MARKET,YES
Swara Traders,Swara Traders,Uteih Temple First Floor Door No 341,Ward No 06 3rd Cross Ashwini Nilaya Hampi Road Navakar Nagar,Hosapete,Bellary,583201,Karnataka,SUPER MARKET,YES
Trivarna The Kitchen,Trivarna The Kitchen,No 536 Bellandur Gate Opp Akme Harmony Back Gate,Sarjapura Main Road Behind Arb Complix,Ambalipura,Ambalipura,560103,Karnataka,FAST FOOD,YES
The Brahmin S Khanavali,Shrihari Jawari Foods,Ground Floor Devatha Plaza A 8 131 132,Field Marshal,K M Cariappa Road,Bangalore,560025,Karnataka,FAST FOOD,YES
Shriji General Store Amazon,Vithalani Ashaben,New Market,Ashapura Main Road,Tata Township,Jamnagar,361345,Gujarat,SUPER MARKET,YES
Shriji Enterprise,Vithalani Ashaben,Veerbhagat Road,Vegetable Market,Tata Township,Jamnagar,361345,Gujarat,SUPER MARKET,YES
The Mysore Cafe,C V Enterprises,Ground Floor 39 2 3 4 Varthur Main Road L N Pura,Munnekolala,Kundahahalli Gate,Bangalore,560037,Karnataka,FAST FOOD,YES
Zero Hour Hyper Mart,Rtcr Store Private Limited,Gf Unit No 29  Ff Unit No 129 The Emperor Mall,Shakti Green Party Plot,Vasna Bhayli Road,Vadodara,390015,Gujarat,SUPER MARKET,YES
Zero Hours Hyper Mart,Rtcr Store Private Limited,Satyam Cross Road,Nansad Koli,Bharthana Road,Surat,394185,Gujarat,SUPER MARKET,YES
Zero Hours Hyper Mart,Rtcr Store Private Limited,Saurashtra Township Road,Navagam Road,Navagam,Surat,394185,Gujarat,SUPER MARKET,YES
Tazawan Organic Foods,Tazawan Organic Foods Private Limited,Plot No 185 C,Raghavendra Colony,Kondapur,Hyderabad,500084,Telangana,SUPER MARKET,YES
Tazawan Organic Foods,Tazawan Organic Foods Private Limited,Street No 10,Street No 10,Tarnaka,Hyderabad1,500017,Telangana,SUPER MARKET,YES
Allora,Bellona Hospitality Services Limited,Ff 21 22 4th Floor Palladium Mall,Sg Highway ,Thaltej,Ahmedabad,380054,Gujarat,FAST FOOD,YES
Cha,Bellona Hospitality Services Limited,Ff 19 4th Floor Palladium Mall,Near Eklavya Sport Academy Sg Highway,Thaltej,Ahmedabad,380054,Gujarat,FAST FOOD,YES
Ishaara,Bellona Hospitality Services Limited,Ff 03 4th Floor Palladium Mall ,Near Eklavya Sport Academy Sg Highway,Thaltej,Ahmedabad,380054,Gujarat,FAST FOOD,YES
Poult,Bellona Hospitality Services Limited,Ff 03 4th Floor Palladium Mall ,Near Eklavya Sport Academy Sg Highway,Thaltej,Ahmedabad,380054,Gujarat,FAST FOOD,YES
Dobaraa,Bellona Hospitality Services Limited,S 64 2nd Floor Phoenix Palassio Mall, Shaheed Path Sector 7,Gomti Nagar Extension,Lucknow,226010,Uttar Pradesh,FAST FOOD,YES
Eight,Bellona Hospitality Services Limited,S 37 2nd Floor Phoenix Palassio Mall, Shaheed Path Sector 7,Gomti Nagar Extension,Lucknow,226010,Uttar Pradesh,FAST FOOD,YES
Ishaara,Bellona Hospitality Services Limited,S 61 2nd Floor Phoenix Palassio Mall, Shaheed Path Sector 7,Gomti Nagar Extension,Lucknow,226010,Uttar Pradesh,FAST FOOD,YES
S Mart,S Mart,Bhakrapara Part 1 Near Namghar Nareshwar Sarkar Pa,Bhakrapara Part 1 Near Namghar Nareshwar Sarkar Pa,Path,Bongaigaon,783380,Assam,SUPER MARKET,YES
Kulfi And More,Abdul Khaliq,No 1d 15th Main,17th Cross Road 5th Phase,J P Nagar,Bangalore,560078,Karnataka,FAST FOOD,YES
Kulfi And More,Abdul Khaliq,No 731 16th A Main,38th Cross Road 4 T Block,Jayanagar,Bangalore,560041,Karnataka,FAST FOOD,YES
Kulfi And More,Abdul Khaliq,No 662 11th Cross,N R Colony,Padmanabhanagar,Bangalore,560070,Karnataka,FAST FOOD,YES
Food Street,Food Street,Shop No 5 Neelgiri Chs,Plot 48 49 Sector 4 Opp New Panvel Masjid,Panvel,Panvel,410206,Maharashtra,FAST FOOD,YES
La Glace,Chheda General Stores,Shop No 18 Cambata Bldg Churchgate,Eros Building J T Road,Churhgate,Mumbai,400020,Maharashtra,SUPER MARKET,YES
Salad And Sandwich Counter By Bharati Enterprises,Bharati Enterprises,Amazon Dev Center Survey 209 P 210 P 211p 212p,1st And 2nd Floor Cblock Building No 5 Sp Infocity,Phursungi,Pune,412308,Maharashtra,CANTEEN / CATERERS,YES
Global Kitchen By Bharati Enterprises,Bharati Enterprises,Amazon Dev Center Survey 209 P 210 P 211p 212p,1st And 2nd Floor Cblock Building No 5 Sp Infocity,Phursungi,Pune,412308,Maharashtra,CANTEEN / CATERERS,YES
7g Daily Needs,7g Daily Needs,No 15 48 Valluvar Salai,Jai Nagar,Arumbakkam,Chennai,600106,Tamil Nadu,SUPER MARKET,YES
Neer Supermarket,Neer Supermarket,No 56 2 Cc Raod,Pudupet,Kannamangalam,Tiruvannamalai,632311,Tamil Nadu,SUPER MARKET,YES
Doner And Burger,Mazeix International Private Limited,Metro Station Unit No 01 Ground Floor,Pod Food Court Dhaula Kuan,Dhaula Kuan,New Delhi,110010,New Delhi,FAST FOOD,YES
Doner And Burger,Mazeix International Private Limited,3rd Floor V3s Mall East Centre Plot No12,Laxmi Nagar East Delhi,Nirman Vihar,New Delhi,110092,New Delhi,FAST FOOD,YES
Doner And Burger,Mazeix International Private Limited,Railway Station Shop No 04,Ground Floor Pop N Hop Food Court Ajmeri Gate,Ajmeri Gate,New Delhi,110006,New Delhi,FAST FOOD,YES
Doner And Burger,Mazeix International Private Limited,Gf 16  Pacific Mall Pink Line Metro Station,Dmrc Phase 3 Corridor  Saraswati Vihar,Netaji Subhash Place,New Delhi,110034,New Delhi,FAST FOOD,YES
Doner And Burger,Mazeix International Private Limited,Fck 2f 08,Pacific Mall Dwarka Sec 21,Dwarka Sec 21,New Delhi,110077,New Delhi,FAST FOOD,YES
Doner And Burger,Mazeix International Private Limited,Fcf 3f,Pacific Mall Sahibabad Site 1,Sahibabad,Ghaziabad,201012,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Kushinara Hospitality,Ward No 2 Janki Nagar,Nagar Panchayat Seorahi Sewarhi,Seorahi,Kushinagar,274406,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Kushinara Hospitality,Ground Floor City Hub,Cinema Road Golghar,Golghar Gorakhpur,Gorakhpur,273001,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Kushinara Hospitality,Ground Floor City Hub 2,Khajanchi Chauraha Medical Road,Medical Road Gorakhapur,Gorakhpur,273013,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Kushinara Hospitality,City Hub Favara Tiraha,Malviya Road Basti,Basti,Basti,272001,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Kushinara Hospitality,Upper Ground Floor City Hub,Near Ssbl Inter College Gorakhpur Road,Kailashpuri Deoria,Deoria,274001,Uttar Pradesh,FAST FOOD,YES
Shakey Wakey,Gayatri Relan,Shop No 14 Shubh Gateway,Airport Rd Opp Symbiosis Law School,Viman Nagar,Pune,411014,Maharashtra,FAST FOOD,YES
Sasta Bazaar,Sasta Bazaar,120 Feet Road Iiit Road  Kalindipuram,Kalindipuram,Kalindipuram,Prayagraj,211011,Uttar Pradesh,SUPER MARKET,YES
Takkt Cafe,M Hospitality,No 98 99,Vanagaram Ambattur Road,Ayanambakkam,Chennai,600095,Tamil Nadu,FAST FOOD,YES
Takkt Cafe,M Hospitality,No 98,Vanagaram Ambattur Rd,Rajankuppam,Chennai,600095,Tamil Nadu,FAST FOOD,YES
La Pino Z Pizza,Fresh Feast Food And Beverages Private Limited,Shop No Gc 3 Aditya Mega City,Plot No C By Gh 3 Vaibhav Khand Indirapuram,Vaibhav Khand,Ghaziabad,201014,Uttar Pradesh,FAST FOOD,YES
La Pino Z Pizza,Fresh Feast Food And Beverages Private Limited,Shop No 3a,Sector 51 Noida Metro Station Gautam Buddha Nagar,Sector 51 Noida,Noida,201301,Uttar Pradesh,FAST FOOD,YES
D Light Foods And Hospitality Pvt Ltd Tcl Veg Kurla,D Light Foods And Hospitality Pvt Ltd,Tata Communication Equinox Commerce Zone,Tower No 4,Kurla,Mumbai,400070,Maharashtra,CANTEEN / CATERERS,YES
D Light Foods And Hospitality Pvt Ltd - Tcl Bkc,D Light Foods And Hospitality Pvt Ltd,Tata Communication Ltd G Block C-21 And C 36,Bandra Kurla Complex,Bandra Kurla Complex Bandra East,Mumbai,400051,Maharashtra,CANTEEN / CATERERS,YES
D Light Foods And Hospitality Pvt Ltd - Tcl,D Light Foods And Hospitality Pvt Ltd,Tata Communications Limited Lvsb K D Marg,Opp Kirti College,Prabhadevi,Mumbai,400028,Maharashtra,CANTEEN / CATERERS,YES
D Light Foods And Hospitality Pvt Ltd - Tcl,D Light Foods And Hospitality Pvt Ltd,Tata Communications Limited,Vsb M G Road,Fort,Mumbai,400001,Maharashtra,CANTEEN / CATERERS,YES
V N Caterers - Hyd,V N Caterers,Reserve Bank Of India Hyderabad,Ag Office Road Saifabad,Khairtabad,Hyderabad,500004,Telangana,CANTEEN / CATERERS,YES
Puffizza Bhat Circle,Babani Food And Beverages,Ground Floor 14 Venus Avan Business Centre,Indira Bridge Road Z Fitness Studio Pvt Ltd,Bhat,Gandhinagar,382428,Gujarat,FAST FOOD,YES
Beccaberry International,Beccaberry International,B Floor 3c 830,1st Block 8th Main Hrbr Layout,Kalyan Nagar,Bangalore,560043,Karnataka,SUPER MARKET,YES
Ss Ex Men Canteen,Ss Ex Men Canteen,Akash Hospital Near Rahu Gate,Near Rahu Gate,Ladnu,Nagaur,341306,Rajasthan,SUPER MARKET,YES
Anand K Poojary Meal Counter,Anand Poojary,Reserve Bank Information Technology Pvt Ltd Rebit 2nd Floor,Building No 3 Mindspace,Juinagar,Navi Mumbai,400708,Maharashtra,CANTEEN / CATERERS,YES
Kesariyas Sweets,Chanchal Panwar,Road No 36,Behind Balaji Grand Bazar,Jublie Hills,Hyderabad,500033,Telangana,FAST FOOD,YES
Kesariyas Sweets,Chanchal Panwar,Near Bata,Near Bata,Rp Road,Secunderabad,500003,Andhra Pradesh,FAST FOOD,YES
S L N Coffee Private Limited,S L N Coffee Private Limited,Honey Well Technology,Eco World Adarsh Palm Retreat Campus 1,Bellandur,Bangalore,560103,Karnataka,CANTEEN / CATERERS,YES
